Column1,id,geometry.coordinates,properties.location,properties.format,properties.categoryAlias,properties.market,properties.size,properties.designTemplateUrl,properties.description,properties.display.calculatedCpm,properties.display.views,cost-per-day,properties.numbers.total,properties.lat,properties.lng,zone_id,properties.sellingCompanyId,photo_url
663,22639680,"[40.76688, -73.99631]",Westside Highway at 50th St,Walls,Billboard (Print),"New York, NY",25' x 25',https://www.billboardsin.com/design/PermanentBulletins-25-00x25-00-Foot,"Bulletins - New York County, NY<br /><b>Primary Artery:</b> Westside Highway",9.97,2122428,755.00,21150,40.76688,-73.99631,50,18433,nysq100slackapproach110232023.jpg
576,22278337,"[40.719794, -73.99908]",Lafayette St. & Grand  (Holds 2 Shelter Size Posters or 1 Large Vinyl),Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","83""h x 123""w",https://www.billboardsin.com/design/Wallscapes-7-00x10-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> LAFAYETTE ST",19.21,1132144,777.00,21750,40.719794,-73.99908,144,12704,ny29lafayettestgrandsthers.jpg
114,22250300,"[40.761312, -73.984384]",50th St. & 7th Ave  (Backlit Vinyl)   NEEDS LANDLORD APPROVAL,Bulletins,Billboard Wall (Print),"New York, NY",8'h x 20'w,https://www.billboardsin.com/design/Wallscapes-8-67x18-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> W 50TH ST",9.7,2255444,781.00,21879.61,40.761312,-73.984384,230,12704,pmny234hulu.jpeg
741,22920100,"[40.863168, -73.925948]",Dyckman Street e/o Sherman Avenue,Walls,Billboard Wall (Print),"New York, NY","21'H x 20'6""W",https://www.billboardsin.com/design/Wallscapes-33-00x20-50-Foot,"<p>This wall is located in the Inwood section of Manhattan, a predominantly Hispanic neighborhood. Dyckman Street is a highly trafficked commercial street with shops and restaurants and is the main east to west route that connects the Westside Highway with the Harlem River Drive. Inwood has the largest percentage of Dominicans in New York City. This is the only wallscape on DyckmanStreet.</p>",44.31,496564,786.00,22004.37,40.863168,-73.925948,243,421297,photo4813740.jpeg
164,22920102,"[40.8494, -73.9334]",1422 St Nicolas Ave,Bulletins,Billboard (Print),"New York, NY","19'6""H x 48'W",https://www.billboardsin.com/design/PermanentBulletins-19-50x48-00-Foot,"<p>This southwest facing bulletin on 181st St and St Nicholas Ave is exposed to both northbound and eastbound traffic. This over-sized unit is located above a 4-way intersection, commanding attention from both pedestrians and motorists. This intersection is in the heart of the major retail thoroughfare for the Washington Heights and Inwood neighborhoods.</p>",22.33,989740,789.00,22103.17,40.8494,-73.9334,243,421297,invm06.png
732,23602044,"[40.74428, -73.99073]",Lat/Long: 40.7442 by -73.9907,Walls,Billboard Wall (Print),"New York, NY",16' h x 20' w,https://www.billboardsin.com/design/Wallscapes-16-00x20-00-Foot,"W 26th Street b/w Broadway & 6th Ave in Chelsea, Manhattan",19.39,1176000,815.00,22806.4,40.74428,-73.99073,234,25366,nyc26.jpg
158,22627375,"[40.84, -73.937]",2176 Amsterdam Ave.,Walls,Billboard Wall (Print),"New York, NY",12 x 44,https://www.billboardsin.com/design/Wallscapes-12-00x44-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> West 168th Street",24.8,935716,829.00,23202.57,40.84,-73.937,244,23396,nyicuid221762176amsterdamave4.jpg
709,22437868,"[40.72201, -73.997809]","Lafayette St b/w Spring St & Kenmare St in SoHo, Manhattan ",Walls,Billboard Wall (Print),"New York, NY",6 x 20,https://www.billboardsin.com/design/Wallscapes-20-00x6-00-Foot,"Lafayette St b/w Spring St & Kenmare St in SoHo, Manhattan",,0,832.00,23282.41,40.72201,-73.997809,144,25366,ny218single.jpg
569,22405451,"[40.721101, -73.996508]","Mulberry St @ Kenmare St in SoHo, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",8 x 16,https://www.billboardsin.com/design/Windowscape-16-00x8-00-Foot,"Mulberry St @ Kenmare St in SoHo, Manhattan",10.02,2380000,852.00,23848,40.721101,-73.996508,144,25366,m188.jpg
371,22948012,"[40.722009, -73.997809]","Lafayette St b/w Spring St & Kenmare St in SoHo, Manhattan ",Walls,Billboard Wall (Print),"New York, NY",20' h x 6' w,https://www.billboardsin.com/design/Wallscapes-20-00x6-00-Foot,"Lafayette St b/w Spring St & Kenmare St in SoHo, Manhattan",9.97,2400000,855.00,23932.41,40.722009,-73.997809,144,25366,ny218single.jpg
793,,"[40.74633, -73.993764]",7th Ave &  27th St,Walls,Billboard Wall (Print),"New York, NY",28' h x 24' w,https://www.billboardsin.com/design/Wallscapes-28-00x24-00-Foot,7th Ave & 27th St,11.76,2048616,860.00,24084.7,40.74633,-73.993764,186,16234,ot00m490w2024.jpeg
117,22352130,"[40.8494, -73.9334]","181 St. & St. Nicholas Avenue: This south-west facing bulletin on 181st St and St Nicholas Ave is exposed to both northbound and eastbound traffic. This bulletin is located above a 4-way intersection, commanding attention from both pedestrians and motorists. This intersection is in the heart of the major retail thoroughfare for the Washington Heights and Inwood neighborhoods.",Walls,Billboard (Print),"New York, NY","19'6""H x 48'W",https://www.billboardsin.com/design/PermanentBulletins-19-50x48-00-Foot,"Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> 181st Street & St. Nicholas Avenue<br /><b>Distance Direction:</b> N side 18st",23.09,1083648,894.00,25022.73,40.8494,-73.9334,243,12580,
225,22920096,"[40.757293, -73.9935]", 9th Avenue & 40th Street,Walls,Billboard (Print),"New York, NY",26'H x 24'W,https://www.billboardsin.com/design/PermanentBulletins-26-00x24-00-Foot,"<p>This highly visible wallscape is located in the heart of Hudson Yards, at the entrance to the Lincoln Tunnel. Traffic flowing passed this location are heading south towards Moynihan Station, Penn Station, Madison Square Garden and the trendy neighborhoods of Chelsea and Meatpacking District. The Hudson Yards Neighborhood is located on Manhattan’s west side between Chelsea and Hell’s Kitchen and is considered the most desirable new neighborhood in NYC. The neighborhood buzzes with activity and is known for chic art galleries, trendy restaurants and bars, international fashion and design, high-end shopping.</p>",8.28,3196164,945.00,26463.49,40.757293,-73.9935,48,421297,photo304920790.jpeg
599,23602094,"[40.755100059, -73.9878431341]",7TH AVE @ 40TH ST,Bulletins,Billboard (Print),"New York, NY","21'6"" h x 18'3"" w",https://www.billboardsin.com/design/PermanentBulletins-21-50x18-25-Foot,"<p>Bulletins - New York County, NY <strong>Primary Artery:</strong> 7TH AVE @ 40TH STREET</p>
<p></p>
<p>This street-level bulletin is situated along 7th Ave in Manhattan's Fashion District and reads to pedestrian</p>
<p>traffic heading towards Times Square as well as the mass of commuters coming to and from Penn Station daily. Additionally, this unit makes</p>
<p>impressions on local professionals, fashion students, tourist and shoppers in this bustling area.</p>",16.02,1652132,945.00,26473.83,40.75510006,-73.98784313,100,14071,00408112220240311.jpg
739,23035866,"[40.7596, -73.984094]",7TH AVENUE S/O W 48TH STREET,Bulletins,Billboard (Print),"New York, NY",30' h x 25' w,https://www.billboardsin.com/design/PermanentBulletins-30-00x25-00-Foot,"Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> 7TH AVENUE  EL 5F S OF W 48TH STREET",13.5,1963896,947.00,26507.5,40.7596,-73.984094,230,14071,408003008PhotosheetApproach201510071102275333447.jpeg
90,23034737,"[40.758096, -73.985289]",BROADWAY & 7TH AVENUE @  W 45TH STREET,Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY",35' h x 23' w,https://www.billboardsin.com/design/DigitalBillboards-35-00x23-00-Foot,"<p>Digital Bulletins - New York County, NY <strong>Primary Artery:</strong> BROADWAY &amp; 7TH AVE @ 45TH ST</p>
<p></p>
<p>Located in the heart of the Times Square bow tie, this digital display is capable of static or full-motion video</p>
<p>content. Times Square is a major commercial intersection, tourist destination, entertainment center, and transportation hub, averaging over</p>
<p>500,000 people per day. This excellent display is situated as close to the ground as possible, providing an eye level opportunity for pedestrians!</p>
<p></p>
<p>12 slots / 15 second spot length</p>",4.81,5600996,963.00,26950,40.758096,-73.985289,230,14071,30105.png
359,23025457,"[40.870184, -73.915082]",BROADWAY S/O W 216TH ST,Bulletins,Billboard (Print),"New York, NY","10'5"" h x 48' w",https://www.billboardsin.com/design/PermanentBulletins-10-42x48-00-Foot,"Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> BROADWAY  EL 5F S OF W 216TH STREET",26.9,1015744,976.00,27321.13,40.870184,-73.915082,127,14071,00408104320240311.jpg
474,22622531,"[40.813606, -73.955915]","Amsterdam Ave @ 126th St. in Harlem/Manhattanville, Manhattan",Walls,Billboard Wall (Print),"New York, NY",23 x 17,https://www.billboardsin.com/design/Wallscapes-17-00x23-00-Foot,"Amsterdam Ave @ 126th St. in Harlem/Manhattanville, Manhattan",23.08,1204000,993.00,27794.33,40.813606,-73.955915,166,25366,ny1345.jpg
748,22279918,"[40.750389, -74.002789]",504 W27th St btw 10th & 11th - Under the Highline (Holds 6 Shelter Size Posters or 1 Large Vinyl),Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","83""h x 303""w",https://www.billboardsin.com/design/Wallscapes-7-67x25-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> W 27TH ST",380.5,73588,1000.00,28000,40.750389,-74.002789,246,12704,ny165.jpg
720,22958957,"[40.720211, -73.989057]",Orchard St. & Rivington St. (Holds 6 Shelter Size Posters or 1 Large one),Dedicated Wild Posting,Billboard Wall (Print),"New York, NY"," 1 unit at 88""h x 312""w or 6 units each 70""h x 48""w",https://www.billboardsin.com/design/Windowscape-8-00x26-00-Foot,"Bulletins - New York County, NY
<b>Primary Artery:</b> Varick St &amp; Holland Tunnel
<b>Distance Direction:</b> 0 FT",33.18,844004,1000.00,28000,40.720211,-73.989057,148,12704,screenshot44.png
270,22947999,"[40.752407, -73.97847]","E 42nd Street b/w Park Ave & Madison Ave in Midtown, Manhattan",Station: Station Spectacular,Billboard (Print),"New York, NY",' h x ' w,https://www.billboardsin.com/design/StationStationSpectacular-NaNxNaN-Foot,"E 42nd Street b/w Park Ave & Madison Ave in Midtown, Manhattan",7.47,3750000,1000.00,28000,40.752407,-73.97847,170,25366,m18.png
73,22920103,"[40.7538, -73.9925]",8th Avenue s/o 37th Street,Walls,Billboard Wall (Print),"New York, NY",36'H x 28'W ,https://www.billboardsin.com/design/Wallscapes-36-00x28-00-Foot,"<p>This huge wall in the heart of the Garment District is just two blocks north of Madison Square Garden, Penn Station and Moynihan Station. It faces northbound traffic on 8th Avenue, one of Manhattan’s most important surface streets heading north, taking vehicular traffic towards the Port Authority, 42nd Street/ Broadway Theater District, The New York Times Building and further north to the Upper West Side, Columbus Circle and Central Park. Borders the highly sought after neighborhoods of Hudson Yards , Midtown South, and Hells Kitchen.</p>",8.43,3328840,1002.00,28047.17,40.7538,-73.9925,68,421297,nycbbinvm03mullvad12233.jpg
249,22381145,"[40.867, -73.917]",Sherman Ave corner 10th Ave,Walls,Billboard Wall (Print),"New York, NY",26' h x 24' w,https://www.billboardsin.com/design/Wallscapes-26-00x26-00-Foot,"Sherman Avenue is located in the Washington Heights area it is home to an ever-increasing line-up  of bar lounges, clothing boutiques food and wine stores. Sherman Avenue also ropes in a diversity  of ethnic shops such as Bodegas, internet cafes, hair salons, convenience stores, and  supermarkets.",50.39,564616,1016.00,28448.49,40.867,-73.917,127,23768,276sherbuchanans620234.jpeg
79,22274263,"[40.748933, -73.992944]",30th St. w/o 7th Ave (Holds 1 Large Vinyl)  Needs Creative Approval,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","111""h x 387""w",https://www.billboardsin.com/design/Wallscapes-9-67x32-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> W 30th St",32.49,884800,1027.00,28750,40.748933,-73.992944,186,12704,ny115.jpg
206,22238732,"[40.721644, -74.004993]",Canal St. b/w West Broadway & 6th (1 Large Vinyl only)   Needs Creative Approval,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","123""h x 243""w",https://www.billboardsin.com/design/Wallscapes-10-67x20-67-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> CANAL ST",12.86,2235784,1027.00,28750,40.721644,-74.004993,211,12704,ny178canalstbtwwbroadway6thavejansport.jpg
751,22130138,"[40.729583, -74.008559]",Greenwich & Clarkson  (Holds 1 Large Vinyl),Bulletins,Billboard Wall (Print),"New York, NY",8'H x 27'W,https://www.billboardsin.com/design/Wallscapes-20-00x30-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> CLARKSON",54.29,532796,1033.00,28924.97,40.729583,-74.008559,158,12704,ny141.jpeg
540,22130139,"[40.729599, -74.009085]",Clarkson & Washington ( Holds 1 Large Vinyl),Bulletins,Billboard Wall (Print),"New York, NY",14'H x 28'W,https://www.billboardsin.com/design/Wallscapes-20-00x30-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> CLARKSON",48.79,595792,1038.00,29067.53,40.729599,-74.009085,158,12704,ny142stoneisland.jpeg
706,22963304,"[40.810123, -73.95142]","Harlem – 125th St & Frederick Douglass Blvd  This massive corner windowscape towers over the the intersection of 125th Street & Frederick Douglass Boulevard on the side of Harlem USA, a 285,000-square-foot retail & entertainment complex located in Harlem across from the landmark Apollo Theatre. Both locals & tourists flock to Harlem USA’s six levels of urban retail development including AMC Magic Johnson Theater, Old Navy, Modell’s Sporting Goods, New York Sports Club, Chuck E. Cheese, JPMorgan Chase, and TD Bank. Museums, art galleries, elegantly refurbished brownstones, and a variety of retail stores & fine restaurants make Harlem one of the most vibrant neighborhoods in New York City. More than 1,000,000 visitors come to Harlem each year to experience the cultural & entertainment attractions, such as art exhibitions, book fairs, and jazz festivals.  *Note this signage is located inside the building, behind a glass window",Walls,Billboard Wall (Print),"New York, NY","R: 9' 6.5"" H x 53' 6"" W  L: 9' 6.5"" H x 39' 4"" W",https://www.billboardsin.com/design/Windowscape-9-50x91-00-Foot,"This massive corner windowscape towers over the the intersection of 125th Street &amp; Frederick Douglass Boulevard on the side of Harlem USA, a 285,000-square-foot retail &amp; entertainment complex located in Harlem. Both locals &amp; tourists flock to Harlem USA&rsquo;s six levels of urban retail development including AMC Magic Johnson Theater, Old Navy, Modell&rsquo;s Sporting Goods, New York Sports Club, Chuck E. Cheese, JPMorgan Chase, and TD Bank. Museums, art galleries, elegantly refurbished brownstones, and a variety of retail stores &amp; fine restaurants make Harlem one of the most vibrant neighborhoods in New York City. More than 1,000,000 visitors come to Harlem each year to experience the cultural &amp; entertainment attractions, such as art exhibitions, book fairs, and jazz festivals.",10.31,2822044,1040.00,29106,40.810123,-73.95142,41,15065,1005.jpg
497,21572463,"[40.7471, -73.9908]",Manhattan - Chelsea / 115 West 29th St,Walls,Billboard Wall (Print),"New York, NY",33’ X 14.7’ ,https://www.billboardsin.com/design/Wallscapes-10-00x15-00-Foot,"<div>
	This towering right-hand read overlooks the Kimpton Hotel</div>
<div>
	Eventi, a luxe high-rise at the intersection of NoMad and</div>
<div>
	Midtown. The busy neighborhood buzzes with tourists,</div>
<div>
	commuters, FIT students, and flower wholesalers. Trendy caf&eacute;s</div>
<div>
	like Hanamizuki accent hip retailers like Opening Ceremony,</div>
<div>
	while there are plenty of Hyatts and Hiltons, the Michelin star at</div>
<div>
	The Breslin dazzles the guests at the trendy Ace Hotel. At night,</div>
<div>
	the entertainment options include improv hotspot PIT Loft and</div>
<div>
	K-town&rsquo;s many karaoke bars, and a constant flow of cars and cabs</div>
<div>
	heads west towards the Lincoln Tunnel and Penn Station.</div>
",45.08,648584,1044.00,29237.36,40.7471,-73.9908,186,12676,nyws101boarshead.jpg
431,22960100,"[40.757, -73.989]","Times Square – 42nd St b/w 7th Ave & 8th Ave This premium static billboard is located in the heart of Midtown Manhattan, steps away from Times Square and surrounded by the hustle & bustle of New York City. Popular destinations on every side – including AMC Theaters, Madame Tussauds, Dave & Buster’s, Port Authority Bus Terminal, and more – attract both tourists & locals, ensuring a continuous stream of vehicular and pedestrian traffic from all corners of the world. This unit is also located near the Times Square-42nd St MTA Station, the busiest subway station in NYC carrying nearly 30M annual riders.",Bulletins,Billboard (Print),"New York, NY",14' H x 48' W,https://www.billboardsin.com/design/PermanentBulletins-14-00x48-00-Foot,"This premium static billboard is located in the heart of Midtown Manhattan, steps away from Times Square and surrounded by the hustle & bustle of New York City. Popular destinations on every side � including AMC Theaters, Madame Tussauds, Dave & Buster�s, Port Authority Bus Terminal, and more � attract both tourists & locals, ensuring a continuous stream of vehicular and pedestrian traffic from all corners of the world. This unit is also located near the Times Square-42nd St MTA Station, the busiest subway station in NYC carrying nearly 30M annual riders.",12,2478372,1062.00,29744.33,40.757,-73.989,230,15065,10891.jpg
565,22965053,"[40.746251, -73.992944]","W 27th Street b/w 6th Ave & 7th Ave in Chelsea, Manhattan",Walls,Billboard Wall (Print),"New York, NY",20' h x 18' w,https://www.billboardsin.com/design/Wallscapes-20-00x18-00-Foot,"W 27th Street b/w 6th Ave & 7th Ave in Chelsea, Manhattan",23.86,1296000,1104.00,30917.21,40.746251,-73.992944,186,25366,nyc27.jpg
847,22466041,"[40.76426, -73.98144]",Midtown; 7th Avenue; 100' S of West 55th Street,Windowscape,Billboard Wall (Print),"New York, NY",8' X 18',https://www.billboardsin.com/design/Windowscape-8-00x18-00-Foot,"Angel Media is excited to bring you this central located window display in busy Central Midtown, near Carnegie Hall and Columbus Circle. Located directly on 7th Avenue right off West 55th Street, the busy corridor is full of life. The pedestrian and vehicular traffic past the unit is immense. The display features a large window for easy creative execution. Don&#39;t miss out on this impactful display!",18.59,1673184,1111.00,31104,40.76426,-73.98144,163,22691,
768,22111889,"[40.747152, -73.987571]","Herald Square & Border Chelsea On 31st St, b/w 5th Ave & Broadway",Walls,Billboard Wall (Print),"New York, NY",25' x 12',https://www.billboardsin.com/design/Wallscapes-33-00x18-00-Foot,"<font color=""#222222"" face=""Arial, Verdana, sans-serif"">Targeted location MIDTOWN, high-impact wallscape located on the Hyatt Herald Square. The unit enjoys Bumper to bumper traffic, and hordes of pedestrians heading to Herald square, Penn Station and MSG. Viewable from the world famous 5th Ave</font>",59.53,525064,1116.00,31256,40.747152,-73.987571,164,22691,ny3031angelmediacloseapproach1.jpg
637,22343264,"[40.722727, -73.997178]","Lafayette Street @ Spring Street in Soho, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",6 x 8 / 5 x 7,https://www.billboardsin.com/design/Windowscape-8-00x6-00-Foot,"Lafayette Street @ Spring Street in Soho, Manhattan",11.5,2800000,1150.00,32200,40.722727,-73.997178,144,25366,m238c.jpeg
38,23025459,"[40.849056, -73.93368]",ST NICHOLAS AVENUE S/O W 181ST STREET,Bulletins,Billboard (Print),"New York, NY",14' h x 48' w,https://www.billboardsin.com/design/PermanentBulletins-14-00x48-00-Foot,"Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> ST NICHOLAS AVENUE  EL 5F S OF W 181ST STREET",25.28,1287484,1162.00,32542.33,40.849056,-73.93368,243,14071,00408105720240311.jpg
589,23025458,"[40.845581, -73.938392]",BROADWAY N/O W 174TH STREET,Bulletins,Billboard (Print),"New York, NY",14' h x 48' w,https://www.billboardsin.com/design/PermanentBulletins-14-00x48-00-Foot,"Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> BROADWAY N/O W 174TH STREET",24.62,1321696,1162.00,32542.33,40.845581,-73.938392,244,14071,00408104120240311.jpg
75,22340804,"[40.722727, -73.997178]","Lafayette Street @ Spring Street in Soho, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",5 x 7,https://www.billboardsin.com/design/Windowscape-7-00x5-00-Foot,"Lafayette Street @ Spring Street in Soho, Manhattan",14.09,2380000,1198.00,33538.75,40.722727,-73.997178,144,25366,m238b.jpg
817,22965697,"[40.731325, -73.993794]","E 8th Street @ Greene Street in Greenwich Village, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",9 x 27,https://www.billboardsin.com/design/Windowscape-27-00x9-00-Foot,"E 8th Street @ Greene Street in Greenwich Village, Manhattan",16.54,2030000,1199.00,33581.75,40.731325,-73.993794,113,25366,m49.jpg
516,22987961,"[40.7831, -73.9712]",Projection Billboards featured on select walls throughout New York City. Locations available upon request.,Digital Walls,Billboard Wall (Digital),"New York, NY",20' x 20',https://www.billboardsin.com/design/DigitalWalls-NaNxNaN-null,,40.73,825000,1200.00,33600,40.7831,-73.9712,239,13511,wallprojectionbillboard.png
598,22999989,"[40.761, -73.961]","Upper East Side – 61st St & 1st Ave Located on the corner of 61st Street and 1st Avenue, this tall vertical unit is one of the select few wallscapes that exists on the coveted Upper East Side neighborhood of Manhattan. The Upper East Side is sleek, chic, and classic NYC, catering to a wide mix of families, young professionals, and generational Manhattanites. This is the most densely populated residential neighborhood in NYC and this premium wallscape is located in close proximity to a variety of popular destinations such as movie theaters, gyms, bars, restaurants, and retail shops. 61st Street also feeds into the 59th Street/Ed Koch Queensboro Bridge from the FDR, providing this display with almost non-stop exposure to Queens-bound vehicular traffic.",Walls,Billboard Wall (Print),New York,"33’ 8"" H x 15’ W",https://www.billboardsin.com/design/Wallscapes-33-66x15-00-Foot,"Located on the corner of 61st Street and 1st Avenue, this tall vertical unit is one of the select few wallscapes that exists on the coveted Upper East Side neighborhood of Manhattan. The Upper East Side is sleek, chic, and classic NYC, catering to a wide mix of families, young professionals, and generational Manhattanites. This is the most densely populated residential neighborhood in NYC and this premium wallscape is located in close proximity to a variety of popular destinations such as movie theaters, gyms, bars, restaurants, and retail shops. 61st Street also feeds into the 59th Street/Ed Koch Queensboro Bridge from the FDR, providing this display with almost non-stop exposure to Queens-bound vehicular traffic.",36.44,922968,1201.00,33634.16,40.761,-73.961,141,15065,10541.jpg
552,22346698,"[40.763, -73.997]","Hell's Kitchen – W 46th St & 11th Ave This rooftop bulletin is located in Manhattan's Hell's Kitchen neighborhood, an up-and-coming residential area of the city that draws regular crowds to it’s unique collection of popular bars & restaurants as well as a large number of car dealerships within a few blocks of this board. Its also located just one block from the Intrepid Sea Air & Space Museum and numerous piers where Circle Line sightseeing cruise lines depart from.",Bulletins,Billboard (Print),"New York, NY",14' H x 48' W,https://www.billboardsin.com/design/PermanentBulletins-14-00x48-00-Foot,"This rooftop bulletin is located in Manhattans Hells Kitchen neighborhood, an up-and-coming residential area of the city that draws regular crowds to it�s unique collection of popular bars & restaurants as well as a large number of car dealerships within a few blocks of this board. Its also located just one block from the Intrepid Sea Air & Space Museum and numerous piers where Circle Line sightseeing cruise lines depart from.",23.71,1437780,1218.00,34094.33,40.763,-73.997,50,15065,10811.jpg
306,22437871,"[40.74625, -73.992944]","W 27th Street b/w 6th Ave & 7th Ave in Chelsea, Manhattan",Walls,Billboard Wall (Print),"New York, NY",18 x 20,https://www.billboardsin.com/design/Wallscapes-20-00x18-00-Foot,"W 27th Street b/w 6th Ave & 7th Ave in Chelsea, Manhattan",,0,1220.00,34147.21,40.74625,-73.992944,186,25366,nyc27.jpg
625,22279936,"[40.811028, -73.952594]",Harlem- St. Nicholas Ave & 125th St.,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY","111""H x 303""W",https://www.billboardsin.com/design/Wallscapes-9-08x25-50-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> ST. NICHOLAS AVE",39.27,891356,1250.00,35000,40.811028,-73.952594,166,12704,ny146abc.png
759,22958950,"[40.752819, -73.992676]",35th St. & 8th Ave- NEEDS LANDLORD APPROVAL,Dedicated Wild Posting,Billboard Wall (Print),"New York, NY",9'H x 24'W,https://www.billboardsin.com/design/Wallscapes-9-00x24-00-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> 8TH AVENUE",14.02,2496308,1250.00,35000,40.752819,-73.992676,100,12704,ny29035thst8thavepuma.jpg
309,22276069,"[40.71313, -74.015415]",Brookfield Place   230 Vesey St,Digital Networks: Digital Signage Networks,Unique / Other,"New York, NY",Reference Specs,https://www.billboardsin.com/design/DigitalNetworks-NaNxNaN-null,Brookfield Place Digital Network 230 Vesey St,4.93,7096969,1250.00,35000,40.71313,-74.015415,13,12704,ouraring6.jpg
441,22343278,"[40.722147, -74.002637]","Grand Street b/w Greene St and Wooster St in Soho, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",12 x 15,https://www.billboardsin.com/design/Windowscape-15-00x12-00-Foot,"Grand Street b/w Greene St and Wooster St in Soho, Manhattan",12.68,2800000,1268.00,35505,40.722147,-74.002637,211,25366,m74.jpg
738,22362865,"[40.718594, -73.989373]",Delancey b/w Orchad & Ludlow (Holds 1 Large Vinyl),Dedicated Wild Posting,Billboard Wall (Print),"New York, NY",11'H x 18'W,https://www.billboardsin.com/design/Windowscape-19-00x9-00-Foot,"Windowscape - New York County, New York<br /><b>Primary Artery:</b> DELANCEY ST.",14.61,2446484,1277.00,35750,40.718594,-73.989373,148,12704,ny208abc.png
586,23000332,"[40.7831, -73.9712]",Digital Mobile Billboards covering custom routes in New York City.,Ad:Tech Products / Services,Mobile / Truckside,"New York, NY",1280 pixels wide x 720 pixels high,https://www.billboardsin.com/design/Mobile-NaNxNaN-null,,16.98,2110836,1280.00,35840,40.7831,-73.9712,239,13511,dmbpic1.jpg
104,22250296,"[40.811028, -73.952594]",Harlem- St. Nicholas Ave & 125th St.,Bulletins,Billboard Wall (Print),"New York, NY","111""H x 303""W",https://www.billboardsin.com/design/Wallscapes-9-08x25-50-Foot,"Walls - New York County, New York<br /><b>Primary Artery:</b> ST. NICHOLAS AVE",40.32,891356,1284.00,35939.19,40.811028,-73.952594,166,12704,ny146abc.png
251,22965706,"[40.723811, -74.003349]","Broome St @ Thompson St in Soho, Manhattan",Walls,Billboard Wall (Print),"New York, NY",8 x 14,https://www.billboardsin.com/design/Wallscapes-8-00x14-00-Foot,"Broome St @ Thompson St in Soho, Manhattan",16.65,2160000,1285.00,35970.25,40.723811,-74.003349,211,25366,screenshot20240108at112653am.png
140,23041065,"[40.751067, -73.990425]","Digital Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br />Primary Artery: 34TH STREET<br />Cross Artery: 7TH AVENUE<br />Distance Direction: 5 FT E",Digital Bulletins,Digital Billboard (Shared Ad Space),"New York, NY","14'7"" h x 43'6"" w",https://www.billboardsin.com/design/DigitalBillboards-14-58x43-50-Foot,"Digital Bulletins - New York-Northern New Jersey-Long Island, NY-NJ-PA<br /><b>Primary Artery:</b> 34TH STREET<br /><b>Cross Artery:</b> 7TH AVENUE<br /><b>Distance Direction:</b> 5 FT E",143.77,255096,1310.00,36675.8,40.751067,-73.990425,100,13745,ex95wqcx.jpg
778,22981320,"[40.724909, -73.993857]","Mott St @ Houston St  in Noho, Manhattan",Windowscape,Billboard Wall (Print),"New York, NY",27' h x 9' w,https://www.billboardsin.com/design/Windowscape-27-00x9-00-Foot,"Mott St @ Houston St  in Noho, Manhattan",20.22,1820000,1314.00,36801.75,40.724909,-73.993857,114,25366,m302.jpg
697,22920095,"[40.7632, -73.9819]",7th Avenue & 53rd Street,Walls,Billboard Wall (Print),"New York, NY",37'H x 27'W,https://www.billboardsin.com/design/Wallscapes-34-00x27-00-Foot,"<p>Located on the northern side of Times Square, not far below Central Park, this south facing wallscape is situated in the center of Manhattan’s Midtown business and entertainment district. This wallscape can’t be missed by the busy pedestrian traffic at this four-way intersection. As well as the bumper-to-bumper traffic that is constantly flooding through Times Square. Also on any given day, you'll find people posing with the famous HOPE sculpture.</p>",20.43,1872236,1366.00,38248.49,40.7632,-73.9819,230,421297,nycbbinvm07mullvad12234.jpg
